,timestamp,mean_hash_rate,active_addr_num,addr_with_non_zero_balance_num,addr_with_balance_0_01_num,addr_with_balance_0_1_num,addr_with_balance_1_num,addr_with_balance_10_num,addr_with_balance_100_num,addr_with_balance_10k_num,addr_with_balance_1k_num,new_addr_num,sending_addr_num,price_usd_num,total_transfer_vol_bw_exchanges_btc_from_all_exchanges_to_all_exchanges,total_transfer_vol_within_exchanges_btc_all_exchanges,ethereum_price_usd_num
63,2009-03-07 00:00:00+00:00,5378021.979,0,6366,6366,6362,6362,6359,19,1,3,109,0,,,,
64,2009-03-08 00:00:00+00:00,5675755.134,27,6457,6457,6453,6453,6450,19,1,3,117,26,,,,
65,2009-03-09 00:00:00+00:00,5098556.442,0,6565,6565,6561,6561,6558,19,1,3,108,0,,,,
66,2009-03-10 00:00:00+00:00,5287177.872,0,6672,6672,6668,6668,6665,19,1,3,107,0,,,,
67,2009-03-11 00:00:00+00:00,5610154.933,0,6786,6786,6782,6782,6779,19,1,3,114,0,,,,
68,2009-03-12 00:00:00+00:00,5899611.675,4,6902,6902,6898,6898,6895,20,1,3,119,3,,,,
69,2009-03-13 00:00:00+00:00,5590601.581,14,7002,7002,6998,6998,6995,19,1,3,113,13,,,,
70,2009-03-14 00:00:00+00:00,5472817.026,0,7112,7112,7108,7108,7105,19,1,3,110,0,,,,
71,2009-03-15 00:00:00+00:00,6110968.182,0,7235,7235,7231,7231,7228,19,1,3,123,0,,,,
72,2009-03-16 00:00:00+00:00,6051997.098,49,7308,7308,7304,7304,7301,19,1,3,121,48,,,,
73,2009-03-17 00:00:00+00:00,5634623.823,0,7422,7422,7418,7418,7415,19,1,3,114,0,,,,
74,2009-03-18 00:00:00+00:00,5665855.928,15,7522,7522,7518,7518,7515,19,1,3,114,14,,,,
75,2009-03-19 00:00:00+00:00,6079358.751,0,7644,7644,7640,7640,7637,19,1,3,122,0,,,,
76,2009-03-20 00:00:00+00:00,5898444.414,13,7750,7750,7746,7746,7743,19,1,3,118,12,,,,
77,2009-03-21 00:00:00+00:00,2760510.133,0,7800,7800,7796,7796,7793,19,1,3,50,0,,,,
78,2009-03-22 00:00:00+00:00,5362344.153,12,7908,7908,7904,7904,7901,19,1,3,119,11,,,,
79,2009-03-23 00:00:00+00:00,6408633.08,0,8038,8038,8034,8034,8031,19,1,3,130,0,,,,
80,2009-03-24 00:00:00+00:00,5246112.468,0,8143,8143,8139,8139,8136,19,1,3,105,0,,,,
81,2009-03-25 00:00:00+00:00,5861897.622,0,8260,8260,8256,8256,8253,19,1,3,117,0,,,,
82,2009-03-26 00:00:00+00:00,5747714.389,29,8349,8349,8345,8345,8342,19,1,3,117,28,,,,
83,2009-03-27 00:00:00+00:00,5325003.899,0,8455,8455,8451,8451,8448,19,1,3,106,0,,,,
84,2009-03-28 00:00:00+00:00,5896889.553,21,8554,8554,8550,8550,8547,19,1,3,119,20,,,,
85,2009-03-29 00:00:00+00:00,5750683.392,0,8670,8670,8666,8666,8663,19,1,3,116,0,,,,
86,2009-03-30 00:00:00+00:00,5985391.487,0,8790,8790,8786,8786,8783,19,1,3,120,0,,,,
87,2009-03-31 00:00:00+00:00,4641064.104,33,8868,8868,8864,8864,8861,19,1,3,110,32,,,,
88,2009-04-01 00:00:00+00:00,5091628.503,0,8982,8982,8978,8978,8975,19,1,3,114,0,,,,
89,2009-04-02 00:00:00+00:00,4725795.467,0,9097,9097,9093,9093,9090,19,1,3,115,0,,,,
90,2009-04-03 00:00:00+00:00,5773073.075,0,9213,9213,9209,9209,9206,19,1,3,116,0,,,,
91,2009-04-04 00:00:00+00:00,5641353.75,0,9326,9326,9322,9322,9319,19,1,3,113,0,,,,
92,2009-04-05 00:00:00+00:00,6449495.778,18,9439,9439,9435,9435,9432,19,1,3,130,17,,,,
93,2009-04-06 00:00:00+00:00,5435152.614,0,9548,9548,9544,9544,9541,19,1,3,109,0,,,,
94,2009-04-07 00:00:00+00:00,4960921.382,0,9648,9648,9644,9644,9641,19,1,3,100,0,,,,
95,2009-04-08 00:00:00+00:00,5203498.057,0,9753,9753,9749,9749,9746,19,1,3,105,0,,,,
96,2009-04-09 00:00:00+00:00,4948003.844,0,9852,9852,9848,9848,9845,19,1,3,99,0,,,,
97,2009-04-10 00:00:00+00:00,5330029.393,0,9960,9960,9956,9956,9953,19,1,3,108,0,,,,
98,2009-04-11 00:00:00+00:00,6038193.865,8,10074,10074,10070,10070,10067,20,1,3,121,7,,,,
99,2009-04-12 00:00:00+00:00,5829914.657,9,10185,10185,10181,10181,10178,19,1,3,119,8,,,,
100,2009-04-13 00:00:00+00:00,5750090.096,2,10301,10301,10297,10297,10294,19,1,3,116,1,,,,
101,2009-04-14 00:00:00+00:00,6118397.894,0,10425,10425,10421,10421,10418,19,1,3,124,0,,,,
102,2009-04-15 00:00:00+00:00,5613297.376,0,10538,10538,10534,10534,10531,19,1,3,113,0,,,,
103,2009-04-16 00:00:00+00:00,6084504.024,0,10661,10661,10657,10657,10654,19,1,3,123,0,,,,
104,2009-04-17 00:00:00+00:00,5599761.791,0,10773,10773,10769,10769,10766,19,1,3,112,0,,,,
105,2009-04-18 00:00:00+00:00,6259292.134,5,10899,10899,10895,10895,10892,19,1,3,128,4,,,,
106,2009-04-19 00:00:00+00:00,5881485.71,9,11010,11010,11006,11006,11003,19,1,3,119,8,,,,
107,2009-04-20 00:00:00+00:00,5919701.505,117,11015,11015,11011,11011,11008,20,1,4,120,115,,,,
108,2009-04-21 00:00:00+00:00,6124002.798,2,11139,11139,11134,11134,11131,20,1,4,124,1,,,,
109,2009-04-22 00:00:00+00:00,6012020.115,0,11260,11260,11255,11255,11252,20,1,4,121,0,,,,
110,2009-04-23 00:00:00+00:00,3724304.528,0,11335,11335,11330,11330,11327,20,1,4,75,0,,,,
111,2009-04-24 00:00:00+00:00,5708290.349,0,11450,11450,11445,11445,11442,20,1,4,115,0,,,,
112,2009-04-25 00:00:00+00:00,5861266.621,0,11568,11568,11563,11563,11560,20,1,4,118,0,,,,
113,2009-04-26 00:00:00+00:00,5552832.621,16,11665,11665,11660,11660,11657,20,1,4,112,15,,,,
114,2009-04-27 00:00:00+00:00,5167834.403,0,11769,11769,11764,11764,11761,20,1,4,104,0,,,,
115,2009-04-28 00:00:00+00:00,5859983.6,0,11886,11886,11881,11881,11878,20,1,4,117,0,,,,
116,2009-04-29 00:00:00+00:00,6377381.721,21,11994,11994,11989,11989,11986,20,1,4,128,20,,,,
117,2009-04-30 00:00:00+00:00,6459487.225,0,12125,12125,12120,12120,12117,20,1,4,131,0,,,,
118,2009-05-01 00:00:00+00:00,5982606.085,0,12246,12246,12241,12241,12238,20,1,4,121,0,,,,
119,2009-05-02 00:00:00+00:00,6335353.305,16,12361,12361,12355,12355,12351,21,1,4,128,14,,,,
120,2009-05-03 00:00:00+00:00,5242771.323,4,12468,12468,12462,12462,12458,21,1,4,109,3,,,,
121,2009-05-04 00:00:00+00:00,6269167.243,31,12566,12566,12560,12560,12556,21,1,4,128,30,,,,
122,2009-05-05 00:00:00+00:00,6722245.75,11,12691,12691,12685,12685,12681,21,1,4,135,10,,,,
123,2009-05-06 00:00:00+00:00,6618049.867,0,12826,12826,12820,12820,12816,21,1,4,135,0,,,,
124,2009-05-07 00:00:00+00:00,6041647.086,0,12948,12948,12942,12942,12938,21,1,4,122,0,,,,
125,2009-05-08 00:00:00+00:00,5625056.618,0,13055,13055,13049,13049,13045,21,1,4,107,0,,,,
126,2009-05-09 00:00:00+00:00,3786336.141,0,13133,13133,13127,13127,13123,21,1,4,78,0,,,,
127,2009-05-10 00:00:00+00:00,4091591.148,0,13218,13218,13212,13212,13208,21,1,4,85,0,,,,
128,2009-05-11 00:00:00+00:00,5982542.954,3,13338,13338,13332,13332,13328,21,1,4,121,2,,,,
129,2009-05-12 00:00:00+00:00,6385984.108,0,13468,13468,13462,13462,13458,21,1,4,130,0,,,,
130,2009-05-13 00:00:00+00:00,5546987.293,6,13580,13580,13573,13573,13569,21,1,4,115,4,,,,
131,2009-05-14 00:00:00+00:00,6829809.225,6,13718,13718,13710,13710,13706,22,1,4,141,3,,,,
132,2009-05-15 00:00:00+00:00,6796466.912,11,13844,13844,13836,13836,13832,22,1,4,136,10,,,,
133,2009-05-16 00:00:00+00:00,5889415.072,0,13963,13963,13955,13955,13951,22,1,4,119,0,,,,
134,2009-05-17 00:00:00+00:00,6246974.742,0,14090,14090,14082,14082,14078,22,1,4,127,0,,,,
135,2009-05-18 00:00:00+00:00,5864115.024,0,14208,14208,14200,14200,14196,22,1,4,118,0,,,,
136,2009-05-19 00:00:00+00:00,4250143.112,0,14294,14294,14286,14286,14282,22,1,4,86,0,,,,
137,2009-05-20 00:00:00+00:00,5944317.166,0,14414,14414,14406,14406,14402,22,1,4,120,0,,,,
138,2009-05-21 00:00:00+00:00,4112752.307,0,14496,14496,14488,14488,14484,22,1,4,82,0,,,,
139,2009-05-22 00:00:00+00:00,5215451.787,0,14557,14557,14549,14549,14545,22,1,4,61,0,,,,
140,2009-05-23 00:00:00+00:00,1111794.736,0,14589,14589,14581,14581,14577,22,1,4,32,0,,,,
141,2009-05-24 00:00:00+00:00,4920568.357,0,14689,14689,14681,14681,14677,22,1,4,100,0,,,,
142,2009-05-25 00:00:00+00:00,5452878.553,0,14798,14798,14790,14790,14786,22,1,4,109,0,,,,
143,2009-05-26 00:00:00+00:00,6098380.326,0,14923,14923,14915,14915,14911,22,1,4,125,0,,,,
144,2009-05-27 00:00:00+00:00,5966137.582,0,15042,15042,15034,15034,15030,22,1,4,119,0,,,,
145,2009-05-28 00:00:00+00:00,4671382.37,0,15137,15137,15129,15129,15125,22,1,4,95,0,,,,
146,2009-05-29 00:00:00+00:00,5298540.942,61,15183,15183,15175,15175,15171,22,1,4,106,60,,,,
147,2009-05-30 00:00:00+00:00,5338100.744,0,15292,15292,15284,15284,15280,22,1,4,109,0,,,,
148,2009-05-31 00:00:00+00:00,5826811.854,0,15388,15388,15380,15380,15376,22,1,4,96,0,,,,
149,2009-06-01 00:00:00+00:00,3502149.668,2,15460,15460,15451,15451,15447,22,1,4,72,1,,,,
150,2009-06-02 00:00:00+00:00,4688137.297,0,15571,15571,15562,15562,15558,22,1,4,111,0,,,,
151,2009-06-03 00:00:00+00:00,4723911.794,0,15642,15642,15633,15633,15629,22,1,4,71,0,,,,
152,2009-06-04 00:00:00+00:00,2614799.892,0,15708,15708,15699,15699,15695,22,1,4,66,0,,,,
153,2009-06-05 00:00:00+00:00,5276588.676,0,15738,15738,15729,15729,15725,22,1,4,30,0,,,,
154,2009-06-06 00:00:00+00:00,826721.7839,0,15766,15766,15757,15757,15753,22,1,4,28,0,,,,
155,2009-06-07 00:00:00+00:00,772085.5765,0,15782,15782,15773,15773,15769,22,1,4,16,0,,,,
156,2009-06-08 00:00:00+00:00,4059234.668,0,15864,15864,15855,15855,15851,22,1,4,82,0,,,,
157,2009-06-09 00:00:00+00:00,4501595.475,0,15955,15955,15946,15946,15942,22,1,4,91,0,,,,
158,2009-06-10 00:00:00+00:00,4068613.459,0,16037,16037,16028,16028,16024,22,1,4,82,0,,,,
159,2009-06-11 00:00:00+00:00,4473086.61,0,16126,16126,16117,16117,16113,22,1,4,89,0,,,,
160,2009-06-12 00:00:00+00:00,4247845.843,0,16212,16212,16203,16203,16199,22,1,4,86,0,,,,
161,2009-06-13 00:00:00+00:00,3910760.178,0,16290,16290,16281,16281,16277,22,1,4,78,0,,,,
162,2009-06-14 00:00:00+00:00,3514583.351,0,16362,16362,16353,16353,16349,22,1,4,72,0,,,,
163,2009-06-15 00:00:00+00:00,4161453.981,0,16446,16446,16437,16437,16433,22,1,4,84,0,,,,
164,2009-06-16 00:00:00+00:00,3595131.843,0,16517,16517,16508,16508,16504,22,1,4,71,0,,,,
165,2009-06-17 00:00:00+00:00,3878318.109,0,16596,16596,16587,16587,16583,22,1,4,79,0,,,,
166,2009-06-18 00:00:00+00:00,3965073.205,0,16676,16676,16667,16667,16663,22,1,4,80,0,,,,
167,2009-06-19 00:00:00+00:00,4312464.999,0,16763,16763,16754,16754,16750,22,1,4,87,0,,,,
168,2009-06-20 00:00:00+00:00,3968436.223,0,16841,16841,16832,16832,16828,22,1,4,78,0,,,,
169,2009-06-21 00:00:00+00:00,3978413.3,0,16922,16922,16913,16913,16909,22,1,4,81,0,,,,
170,2009-06-22 00:00:00+00:00,3748952.147,61,16938,16938,16929,16929,16925,22,1,4,76,60,,,,
171,2009-06-23 00:00:00+00:00,3772217.382,0,17014,17014,17005,17005,17001,22,1,4,76,0,,,,
172,2009-06-24 00:00:00+00:00,4628775.064,5,17108,17108,17099,17099,17095,22,1,4,96,3,,,,
173,2009-06-25 00:00:00+00:00,3374089.074,21,17156,17156,17147,17147,17143,22,1,4,68,20,,,,
174,2009-06-26 00:00:00+00:00,4432726.588,0,17246,17246,17237,17237,17233,22,1,4,90,0,,,,
175,2009-06-27 00:00:00+00:00,4170979.951,0,17330,17330,17321,17321,17317,22,1,4,84,0,,,,
176,2009-06-28 00:00:00+00:00,2276895.456,2,17377,17377,17368,17368,17364,22,1,4,47,1,,,,
177,2009-06-29 00:00:00+00:00,4098722.441,2,17461,17461,17452,17452,17448,22,1,4,84,1,,,,
178,2009-06-30 00:00:00+00:00,4241573.372,4,17543,17543,17534,17534,17530,23,1,4,85,3,,,,
179,2009-07-01 00:00:00+00:00,3772523.738,3,17615,17615,17606,17606,17602,23,1,4,74,2,,,,
180,2009-07-02 00:00:00+00:00,4046291.025,2,17699,17699,17690,17690,17686,23,1,4,84,1,,,,
181,2009-07-03 00:00:00+00:00,4113568.939,0,17781,17781,17772,17772,17768,23,1,4,82,0,,,,
182,2009-07-04 00:00:00+00:00,4384731.117,0,17870,17870,17861,17861,17857,23,1,4,89,0,,,,
183,2009-07-05 00:00:00+00:00,3925793.615,0,17949,17949,17940,17940,17936,23,1,4,79,0,,,,
184,2009-07-06 00:00:00+00:00,4235071.288,0,18033,18033,18024,18024,18020,23,1,4,84,0,,,,
185,2009-07-07 00:00:00+00:00,3350057.012,0,18102,18102,18093,18093,18089,23,1,4,69,0,,,,
186,2009-07-08 00:00:00+00:00,3673457.928,0,18176,18176,18167,18167,18163,23,1,4,74,0,,,,
187,2009-07-09 00:00:00+00:00,4267969.905,0,18262,18262,18253,18253,18249,23,1,4,86,0,,,,
188,2009-07-10 00:00:00+00:00,4079460.957,0,18343,18343,18334,18334,18330,23,1,4,81,0,,,,
189,2009-07-11 00:00:00+00:00,4022412.502,0,18426,18426,18417,18417,18413,23,1,4,83,0,,,,
190,2009-07-12 00:00:00+00:00,3887762.085,0,18503,18503,18494,18494,18490,23,1,4,77,0,,,,
191,2009-07-13 00:00:00+00:00,3792766.157,0,18581,18581,18572,18572,18568,23,1,4,78,0,,,,
192,2009-07-14 00:00:00+00:00,3401349.089,0,18650,18650,18641,18641,18637,23,1,4,69,0,,,,
193,2009-07-15 00:00:00+00:00,2244261.177,0,18695,18695,18686,18686,18682,23,1,4,45,0,,,,
194,2009-07-16 00:00:00+00:00,3506539.235,0,18766,18766,18757,18757,18753,23,1,4,71,0,,,,
195,2009-07-17 00:00:00+00:00,3329651.683,0,18813,18813,18804,18804,18800,23,1,4,47,0,,,,
196,2009-07-18 00:00:00+00:00,168153.1319,0,18817,18817,18808,18808,18804,23,1,4,4,0,,,,
197,2009-07-19 00:00:00+00:00,3091556.749,0,18887,18887,18878,18878,18874,23,1,4,70,0,,,,
198,2009-07-20 00:00:00+00:00,3472524.639,122,18837,18837,18828,18828,18824,23,1,4,70,121,,,,
199,2009-07-21 00:00:00+00:00,4029003.904,0,18919,18919,18910,18910,18906,23,1,4,82,0,,,,
200,2009-07-22 00:00:00+00:00,3335033.49,0,18979,18979,18970,18970,18966,23,1,4,60,0,,,,
201,2009-07-23 00:00:00+00:00,3377734.582,0,19055,19055,19046,19046,19042,23,1,4,76,0,,,,
202,2009-07-24 00:00:00+00:00,3691050.723,0,19128,19128,19119,19119,19115,23,1,4,73,0,,,,
203,2009-07-25 00:00:00+00:00,2449019.128,0,19160,19160,19151,19151,19147,23,1,4,32,0,,,,
204,2009-07-26 00:00:00+00:00,760716.1744,0,19181,19181,19172,19172,19168,23,1,4,21,0,,,,
205,2009-07-27 00:00:00+00:00,3671845.236,0,19255,19255,19246,19246,19242,23,1,4,74,0,,,,
206,2009-07-28 00:00:00+00:00,2087357.568,0,19296,19296,19287,19287,19283,23,1,4,41,0,,,,
207,2009-07-29 00:00:00+00:00,1032026.237,3,19314,19314,19305,19305,19301,24,1,4,20,2,,,,
208,2009-07-30 00:00:00+00:00,673494.9814,2,19330,19330,19321,19321,19316,24,1,4,16,1,,,,
209,2009-07-31 00:00:00+00:00,858115.1531,0,19347,19347,19338,19338,19333,24,1,4,17,0,,,,
210,2009-08-01 00:00:00+00:00,1423841.587,0,19375,19375,19366,19366,19361,24,1,4,28,0,,,,
211,2009-08-02 00:00:00+00:00,1114304.946,0,19398,19398,19389,19389,19384,24,1,4,23,0,,,,
212,2009-08-03 00:00:00+00:00,610984.6192,0,19410,19410,19401,19401,19396,24,1,4,12,0,,,,
213,2009-08-04 00:00:00+00:00,3865943.071,0,19491,19491,19482,19482,19477,24,1,4,81,0,,,,
214,2009-08-05 00:00:00+00:00,4296992.315,0,19578,19578,19569,19569,19564,24,1,4,87,0,,,,
215,2009-08-06 00:00:00+00:00,4422937.625,0,19668,19668,19659,19659,19654,24,1,4,90,0,,,,
216,2009-08-07 00:00:00+00:00,3977005.691,112,19638,19638,19629,19629,19624,24,1,4,80,111,,,,
217,2009-08-08 00:00:00+00:00,4000947.655,0,19718,19718,19709,19709,19704,24,1,4,80,0,,,,
218,2009-08-09 00:00:00+00:00,4919109.791,0,19819,19819,19810,19810,19805,24,1,4,101,0,,,,
219,2009-08-10 00:00:00+00:00,3737787.737,0,19894,19894,19885,19885,19880,24,1,4,75,0,,,,
220,2009-08-11 00:00:00+00:00,3448190.282,0,19964,19964,19955,19955,19950,24,1,4,70,0,,,,
221,2009-08-12 00:00:00+00:00,3159649.914,0,20027,20027,20018,20018,20013,24,1,4,63,0,,,,
222,2009-08-13 00:00:00+00:00,4147935.193,0,20112,20112,20103,20103,20098,24,1,4,85,0,,,,
223,2009-08-14 00:00:00+00:00,3160609.497,0,20175,20175,20166,20166,20161,24,1,4,63,0,,,,
224,2009-08-15 00:00:00+00:00,1299264.086,0,20201,20201,20192,20192,20187,24,1,4,26,0,,,,
225,2009-08-16 00:00:00+00:00,1190470.599,0,20220,20220,20211,20211,20206,24,1,4,19,0,,,,
226,2009-08-17 00:00:00+00:00,750698.5671,0,20237,20237,20228,20228,20223,24,1,4,17,0,,,,
227,2009-08-18 00:00:00+00:00,454503.5129,0,20247,20247,20238,20238,20233,24,1,4,10,0,,,,
228,2009-08-19 00:00:00+00:00,887685.4248,0,20265,20265,20256,20256,20251,24,1,4,18,0,,,,
229,2009-08-20 00:00:00+00:00,1148847.745,0,20287,20287,20278,20278,20273,24,1,4,22,0,,,,
230,2009-08-21 00:00:00+00:00,686112.6697,0,20301,20301,20292,20292,20287,24,1,4,14,0,,,,
231,2009-08-22 00:00:00+00:00,337741.904,0,20308,20308,20299,20299,20294,24,1,4,7,0,,,,
232,2009-08-23 00:00:00+00:00,748130.4949,0,20323,20323,20314,20314,20309,24,1,4,15,0,,,,
233,2009-08-24 00:00:00+00:00,736987.616,0,20338,20338,20329,20329,20324,24,1,4,15,0,,,,
234,2009-08-25 00:00:00+00:00,2880054.246,0,20388,20388,20379,20379,20374,24,1,4,50,0,,,,
235,2009-08-26 00:00:00+00:00,2112798.539,48,20391,20391,20382,20382,20376,24,1,4,49,46,,,,
236,2009-08-27 00:00:00+00:00,1456925.894,0,20420,20420,20411,20411,20405,24,1,4,29,0,,,,
237,2009-08-28 00:00:00+00:00,3643714.125,0,20495,20495,20486,20486,20480,24,1,4,75,0,,,,
238,2009-08-29 00:00:00+00:00,3866035.602,0,20573,20573,20564,20564,20558,24,1,4,78,0,,,,
239,2009-08-30 00:00:00+00:00,4743766.755,2,20669,20669,20661,20661,20655,24,1,4,97,1,,,,
240,2009-08-31 00:00:00+00:00,4235570.803,7,20749,20749,20741,20741,20735,25,1,4,86,6,,,,
241,2009-09-01 00:00:00+00:00,4074574.601,0,20827,20827,20819,20819,20813,25,1,4,78,0,,,,
242,2009-09-02 00:00:00+00:00,3136573.627,0,20893,20893,20885,20885,20879,25,1,4,66,0,,,,
