CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,recency,frequency,monetaryValue,recency_log,frequency_log,monetaryValue_log,cluster
12360,3,534.7,1083.58,887.3533333333334,2662.06,2.988287266252452,20.11299519920663,40.01975913390382,11.4783288130245,25.400629587612606,21.0,3,2662.06,3.044522437723423,1.0986122886681098,7.886855538145075,2
12361,1,189.9,189.9,189.9,189.9,0.0,73.45971563981041,7.898894154818326,0.0,18.64139020537125,256.0,1,189.9,5.545177444479562,0.0,5.24649761781824,1
12362,9,303.76,829.99,521.9100000000001,4697.1900000000005,10.016626962077325,28.49363129871263,35.143138770200906,5.232064276727149,21.114538692281982,4.0,9,4697.19,1.3862943611198906,2.19722457733622,8.454719736560788,2
12363,2,252.9,299.1,276.0,552.0,8.641304347826088,37.5,5.380434782608696,17.934782608695652,30.543478260869566,78.0,2,552.0,4.356708826689592,0.6931471805599453,6.313548046277095,1
12364,3,79.8,623.92,334.26,1002.78,3.2609346018069774,35.5890624065099,14.61437204571292,43.29962703683759,3.236003909132612,9.0,3,1002.78,2.19722457733622,1.0986122886681098,6.910531421928889,5
12365,2,320.69,320.69,320.69,641.38,0.0,22.95051295643768,59.70563472512394,0.785805606660638,16.55804671177773,260.0,2,641.38,5.560681631015528,0.6931471805599453,6.463622104983058,0
12370,4,277.2,1587.07,885.4849999999999,3541.9399999999996,8.318887389396771,27.99680401136101,25.641315211437803,14.485282077053817,23.557711310750605,20.0,4,3545.69,2.995732273553991,1.3862943611198906,8.17348806036476,2
12371,2,360.0,1527.96,943.98,1887.96,5.940274158350813,13.522532257039344,50.68168817135956,2.675904150511663,27.17960126273862,13.0,2,1887.96,2.5649493574615367,0.6931471805599453,7.543252160040332,0
12372,3,383.12,515.7,432.68,1298.04,6.1246186558195435,46.57021355274106,16.386243875381343,11.112138300822778,19.80678561523528,40.0,3,1298.04,3.688879454113936,1.0986122886681098,7.168610713430199,1
12373,1,364.6,364.6,364.6,364.6,0.0,23.53263850795392,15.825562260010969,13.98793198025233,46.65386725178278,280.0,1,364.6,5.634789603169249,0.0,5.8988008622445625,7
12375,1,230.3,230.3,230.3,230.3,13.808076422058186,0.0,38.99261832392531,11.07251411202779,36.12679114198871,67.0,1,230.3,4.204692619390966,0.0,5.439382806826639,0
12377,2,626.6,1001.52,814.06,1628.12,6.6518438444340715,27.65766651106798,34.008549738348535,12.279193179863892,19.40274672628553,284.0,2,1628.12,5.648974238161206,0.6931471805599453,7.395181253919741,1
12378,1,4008.62,4008.62,4008.62,4008.62,12.641507551227104,29.98687827731239,20.060519580304444,15.080002594409049,22.23109199674701,98.0,1,4008.62,4.584967478670572,0.0,8.296202321420104,1
12379,2,392.40000000000003,459.84,426.12,852.24,8.94114333990425,32.619919271566694,20.674927250539753,9.727306861916832,28.036703276072465,50.0,2,852.24,3.912023005428146,0.6931471805599453,6.747868177302943,1
12380,3,450.86,626.01,561.4733333333334,1684.42,5.550872110281285,23.735172937865855,28.49051899170041,7.618052504719724,34.60538345543274,25.0,3,1684.42,3.218875824868201,1.0986122886681098,7.429176569881494,2
12381,4,4.5,1268.74,424.575,1698.3,12.989460048283577,22.363540010598832,35.924159453571214,7.879644350232586,20.843196137313786,2.0,4,1698.3,0.6931471805599453,1.3862943611198906,7.437383029710724,2
12383,5,99.45,651.16,370.11199999999997,1850.56,8.35692979422445,29.022566142140754,28.939888466194013,25.623595019885876,8.057020577554903,153.0,5,1850.56,5.030437921392435,1.6094379124341005,7.523243574969853,2
12384,1,292.69,292.69,292.69,292.69,26.581024291912946,8.712289453004885,50.34336670197137,2.268611841880488,12.094707711230313,90.0,1,292.69,4.499809670330265,0.0,5.679114028440487,0
12386,2,143.0,258.9,200.95,401.9,24.483702413535706,43.44364269718836,0.0,27.668574272207014,4.4040806170689235,306.0,2,401.9,5.723585101952381,0.6931471805599453,5.996203301455156,1
12388,5,124.05000000000001,902.09,498.85200000000003,2494.26,9.122946284669602,20.75966418897789,34.18889770914018,13.591205407615886,22.337286409596434,44.0,5,2494.26,3.784189633918261,1.6094379124341005,7.821747371006788,2
12390,1,549.84,549.84,549.84,549.84,10.839516950385566,19.31470973374072,37.7200640186236,21.104321257092973,11.021388040157138,48.0,1,549.84,3.871201010907891,0.0,6.30962732681335,0
12393,4,177.00000000000003,521.5,395.65,1582.6,0.9383293314798434,49.43131555667888,28.418425375963608,2.957159105269809,18.25477063060786,41.0,4,1582.6,3.713572066704308,1.3862943611198906,7.366824343175093,1
12394,2,381.08,891.4,636.24,1272.48,1.563875267194769,39.271344146862816,39.08902301018483,18.68477304161951,1.3909845341380613,32.0,2,1272.48,3.4657359027997265,0.6931471805599453,7.148723031208825,1
12395,9,149.97,346.68,249.58333333333334,2246.25,2.301613800779076,11.757373400111296,35.679465776293824,33.06221480244852,17.199332220367282,35.0,9,2246.25,3.555348061489413,2.19722457733622,7.717017438097769,2
12397,2,1195.09,1214.81,1204.9499999999998,2409.8999999999996,8.954728411967304,27.10070957301133,40.109548114029636,11.519150172206318,12.31586372878543,4.0,2,2409.9,1.3862943611198906,0.6931471805599453,7.787340531847876,2
12398,1,1635.6599999999999,1635.6599999999999,1635.6599999999999,1635.6599999999999,7.57492388393676,33.917806879180276,21.208564127019063,26.1570252986562,11.141679811207709,14.0,1,1635.66,2.6390573296152584,0.0,7.39980167160342,1
12399,4,130.08,480.90000000000003,277.1625,1108.65,0.0,36.476796103368955,10.783385198214045,45.95138231182068,6.7884363865963095,88.0,4,1108.65,4.477336814478207,1.3862943611198906,7.010898337899006,5
12401,1,84.3,84.3,84.3,84.3,21.17437722419929,0.0,78.82562277580072,0.0,0.0,272.0,1,84.3,5.605802066295998,0.0,4.4343818650078095,0
12402,1,225.6,225.6,225.6,225.6,0.0,28.590425531914892,13.297872340425531,0.0,58.11170212765958,292.0,1,225.6,5.676753802268282,0.0,5.418763519623904,7
12403,1,427.7,427.7,427.7,427.7,0.0,0.0,100.0,0.0,0.0,18.0,1,427.7,2.8903717578961645,0.0,6.058422015232863,0
12405,1,1710.39,1710.39,1710.39,1710.39,21.07121767550091,10.030460889037004,36.58229994328779,12.495395786925787,19.820625705248514,117.0,1,1710.39,4.762173934797756,0.0,7.444476693668095,0
12406,1,1621.25,1621.25,1621.25,1621.25,4.163454124903624,29.059676175790283,37.66229760986893,4.988743253662297,24.125828835774865,152.0,1,1621.25,5.0238805208462765,0.0,7.390952735630654,0
12407,5,192.34,719.06,341.62399999999997,1708.12,12.449359529775426,35.001639229093975,21.093365805681103,22.470318244619815,8.985317190829686,18.0,5,1708.12,2.8903717578961645,1.6094379124341005,7.443148629491806,2
12408,5,74.7,762.89,577.71,2888.55,3.002890723719513,24.03628117913832,33.41468903082861,9.005210226584271,30.540928839729276,1.0,5,2888.55,0.0,1.6094379124341005,7.968509925094007,2
12409,3,4.95,6207.08,3690.89,11072.67,14.130286552385288,21.18657920808622,37.45338748468075,9.712562552663451,17.517184202184296,47.0,3,11072.67,3.8501476017100575,1.0986122886681098,9.312235189032393,2
12410,2,68.0,625.3299999999999,346.66499999999996,693.3299999999999,33.692469675334976,27.60590195145169,32.14198145183391,1.4538531435247286,5.105793777854703,277.0,2,693.3299999999999,5.6240175061873385,0.6931471805599453,6.541506076323389,6
12412,3,336.14,514.5,408.96000000000004,1226.88,1.4549100156494523,28.185315597287424,30.976949660928533,16.285211267605632,23.097613458528947,43.0,3,1226.88,3.7612001156935615,1.0986122886681098,7.112229640417225,2
12413,3,84.65,479.25,252.70000000000002,758.1,25.616673262102623,5.22358527898694,25.240733412478566,11.924548212636855,31.994459833795013,35.0,3,758.1,3.555348061489413,1.0986122886681098,6.630815303062258,2
12414,3,153.76,242.8,187.47,562.41,8.721395423267724,29.18867018722996,42.46012695364592,10.6683736064437,8.961433829412707,186.0,3,562.41,5.225746673713202,1.0986122886681098,6.33223112127721,0
12415,19,61.199999999999996,22775.93,6292.585789473684,119559.12999999999,11.912323216135816,26.610523177945506,33.15922422653963,11.980080484024933,16.337848895354124,5.0,19,119559.13,1.6094379124341005,2.9444389791664403,11.691566339690237,4
12417,8,291.34,562.69,409.92125,3279.37,19.531190442066617,13.308653796308437,47.11728167300427,10.991135492487887,9.051738596132795,8.0,8,3279.37,2.079441541679836,2.079441541679836,8.095406609759044,2
12418,1,668.58,668.58,668.58,668.58,45.44706691794549,9.692183433545724,23.377905411469083,16.988243740464863,4.494600496574829,81.0,1,668.58,4.394449154672439,0.0,6.5051560602870175,6
12420,1,600.39,600.39,600.39,600.39,23.85116341044987,17.771781675244426,41.298156198471,8.414530555139159,8.664368160695549,32.0,1,600.39,3.4657359027997265,0.0,6.3975794440576434,0
12421,3,157.45,239.35,209.51999999999998,628.56,8.519473081328753,26.210703830978748,33.011963853888254,18.321242204403717,13.936617029400535,83.0,3,628.56,4.418840607796598,1.0986122886681098,6.443431488867566,1
12422,3,147.7,417.36,267.8533333333333,803.56,0.0,32.369704813579574,26.936383095226248,4.8658469809348395,35.82806511025935,64.0,3,803.5600000000001,4.158883083359672,1.0986122886681098,6.689051855693949,1
12423,7,84.92,347.35,235.81,1650.67,4.249789479423507,24.995910751391857,20.54317337808284,20.249959107513916,29.96116728358788,69.0,7,1650.67,4.23410650459726,1.9459101490553128,7.40893654508039,2
12424,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000003,2.027303289115028,20.38887879338542,36.39492095220788,1.1312011630019987,40.05769580228966,131.0,2,1760.96,4.875197323201151,0.6931471805599453,7.473614393871394,7
12425,1,777.2,777.2,777.2,777.2,2.1873391662377766,53.13432835820895,16.019042717447245,9.69377251672671,18.965517241379317,47.0,1,777.2,3.8501476017100575,0.0,6.655697717503285,1
12426,1,582.73,582.73,582.73,582.73,13.762806102311535,37.54397405316355,21.33921370102792,2.1793969763012027,25.17460916719579,163.0,1,582.73,5.093750200806762,0.0,6.3677239572926005,1
12427,2,282.58,303.5,293.03999999999996,586.0799999999999,27.905746655746654,30.303030303030297,24.97099372099373,0.0,16.820229320229323,29.0,2,586.08,3.367295829986474,0.6931471805599453,6.373456299030504,1
12428,8,373.72,2474.62,943.515,7548.12,16.757815191067447,13.31046671224093,44.38959634981956,11.920054265168016,13.622067481704054,89.0,8,7548.12,4.48863636973214,2.079441541679836,8.929053804613257,2
12429,3,437.98,1281.5,948.2933333333334,2844.88,14.45403672562639,7.899102949860802,55.267709007058286,5.56367931160541,16.815472005849102,141.0,3,2844.88,4.948759890378168,1.0986122886681098,7.953276166408998,0
12430,1,256.4,256.4,256.4,256.4,0.0,12.636505460218409,61.38845553822153,16.146645865834632,9.828393135725431,12.0,1,256.4,2.4849066497880004,0.0,5.546738725046515,0
12431,15,89.80000000000001,640.1,427.99666666666667,6419.95,22.961238015872397,29.572037165398484,19.99548283086317,4.809071721742382,22.66217026612357,4.0,15,6487.45,1.3862943611198906,2.70805020110221,8.77762482031535,2
12432,5,64.6,2862.06,1011.8639999999999,5059.32,33.33353098835417,14.270692504130992,32.270146976273494,9.416285192476458,10.709344338764893,11.0,5,5059.32,2.3978952727983707,1.6094379124341005,8.528987365898944,2
12433,4,1498.66,2608.11,1973.4725,7893.89,11.37271991375608,30.536022163977457,19.75603916446771,21.052484896546567,17.282733861252183,12.0,4,7893.89,2.4849066497880004,1.3862943611198906,8.973844321491805,2
12434,2,286.25,519.89,403.07,806.14,38.75257399459151,15.791301758999676,19.50033492941673,19.004143200932837,6.951646116059246,53.0,2,806.14,3.970291913552122,0.6931471805599453,6.692257424693476,6
12435,2,3850.9,3978.9900000000002,3914.945,7829.89,50.669294204644,9.428484946787247,24.57122641569677,0.0,15.330994432871984,48.0,2,7829.89,3.871201010907891,0.6931471805599453,8.965703740354877,6
12436,1,509.01,509.01,509.01,509.01,19.272705840749694,0.0,45.86353902673818,12.966346437201626,21.897408695310506,68.0,1,509.01,4.219507705176107,0.0,6.232467662722958,0
12437,15,65.1,736.55,286.3,4294.5,5.9878914891139825,27.452788450343462,29.84049365467458,22.08406100826639,14.634765397601585,5.0,15,4294.5,1.6094379124341005,2.70805020110221,8.36509041320628,2
12438,1,890.0699999999999,890.0699999999999,890.0699999999999,890.0699999999999,9.836305009718336,32.24465491478198,26.96417135730898,15.497657487613333,15.457211230577371,109.0,1,890.0699999999999,4.691347882229144,0.0,6.791300111318697,1
12441,1,173.55,173.55,173.55,173.55,0.0,8.64304235090752,32.4114088159032,18.150388936905788,40.795159896283494,335.0,1,173.55,5.814130531825066,0.0,5.156465742307796,7
12444,4,562.54,1870.2,1017.2049999999999,4068.8199999999997,23.99590053135799,12.650350715932381,53.05960941993011,1.0027477253847552,9.291391607394774,27.0,4,4068.82,3.295836866004329,1.3862943611198906,8.311108310109962,2
12446,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,1002.3100000000001,13.93281519689517,19.57877303429079,44.19291436781036,2.029312288613303,20.266185112390374,26.0,1,1002.31,3.258096538021482,0.0,6.910062615033829,0
12447,1,476.49,476.49,476.49,476.49,10.850175239774181,36.31555751432349,22.949065038091042,1.4271023526202018,28.458099855191083,212.0,1,476.49,5.356586274672012,0.0,6.166446736515173,1
12448,1,449.45,449.45,449.45,449.45,3.671153632217154,38.58048726220936,36.45566803871398,8.27678273445322,13.015908332406276,13.0,1,449.45,2.5649493574615367,0.0,6.108024613019408,1
12449,3,777.95,1087.7,908.1933333333333,2724.58,22.247465664432685,18.72875819392347,35.03108736025369,4.675950054687329,19.316738726702834,60.0,3,2724.58,4.0943445622221,1.0986122886681098,7.910069566777969,2
12450,2,96.0,101.88,98.94,197.88,0.0,56.85263796240145,0.0,10.18799272286234,32.9593693147362,125.0,2,197.88,4.8283137373023015,0.6931471805599453,5.287660786359508,1
12451,3,2388.31,2919.5099999999998,2615.793333333333,7847.379999999999,7.779029434027664,36.14301843417803,16.021270793564224,19.51785181805902,20.538829520171067,34.0,3,7847.38,3.5263605246161616,1.0986122886681098,8.967934997105086,2
12453,1,707.09,707.09,707.09,707.09,8.867329477152838,42.96482767398774,19.32568697054123,13.237353095079833,15.604802783238341,103.0,1,707.09,4.634728988229636,0.0,6.561157956238944,1
12454,1,3528.34,3528.34,3528.34,3528.34,31.676085638005404,0.0,57.91675405431449,0.0,10.407160307680098,25.0,1,3528.34,3.218875824868201,0.0,8.168582784365297,0
12455,6,15.0,1683.9,411.1433333333334,2466.86,4.365874026089847,27.387042637198704,15.78930300057563,39.57095254696254,12.88682778917328,42.0,6,2466.86,3.737669618283368,1.791759469228055,7.810701365831105,2
12456,3,915.64,1325.23,1060.3466666666666,3181.04,12.296293036239723,27.628385685184714,36.46606141387722,12.070895053190151,11.538364811508188,13.0,3,3181.04,2.5649493574615367,1.0986122886681098,8.06496346633214,2
12457,7,160.0,743.28,337.6042857142857,2363.23,22.147653846642097,22.448090113954205,34.67499989421258,2.7013875077753755,18.027868637415743,35.0,7,2363.23,3.555348061489413,1.9459101490553128,7.767784606347859,2
12458,2,441.92,505.48,473.70000000000005,947.4000000000001,5.383153894870171,46.358454718176056,27.20075997466751,9.056364787840403,12.001266624445853,40.0,2,947.4,3.688879454113936,0.6931471805599453,6.853721390489652,1
12461,2,200.0,626.88,413.44,826.88,30.717879256965947,19.124903250773993,41.78357198142415,4.092492260061919,4.281153250773995,63.0,2,826.88,4.143134726391533,0.6931471805599453,6.717659581714128,0
12462,1,762.11,762.11,762.11,762.11,19.439450997887445,26.526354463266454,38.68208001469604,6.062117017228484,9.289997506921575,272.0,1,762.11,5.605802066295998,0.0,6.636090902223565,0
12463,4,297.38,358.99,336.195,1344.78,3.4131976977646903,39.800562173738456,22.877347967697318,12.543315635271199,21.365576525528343,22.0,4,1344.78,3.091042453358316,1.3862943611198906,7.203985709883875,2
12464,6,34.0,213.89999999999998,130.09166666666667,780.55,11.97873294471847,0.0,78.22048555505732,0.0,9.8007815002242,75.0,6,780.55,4.31748811353631,1.791759469228055,6.659998799402676,0
12465,1,440.94,440.94,440.94,440.94,7.347938495033338,27.214587018641996,18.279130947521203,23.61772576767814,23.540617771125323,138.0,1,440.94,4.927253685157205,0.0,6.088908811768835,1
12468,2,220.59,508.95000000000005,364.77000000000004,729.5400000000001,4.578227376154836,27.798338679167696,26.646928201332344,12.191243797461414,28.78526194588371,156.0,2,729.5400000000001,5.049856007249537,0.6931471805599453,6.592414198536382,1
12471,24,29.700000000000003,2145.38,618.9941666666667,14855.86,4.450095787117004,16.99665990390324,54.49297448952804,12.17566670660601,11.884603112845705,5.0,24,14891.26,1.6094379124341005,3.1780538303479458,9.608529742648644,2
12472,7,268.08,1631.3,938.8728571428572,6572.110000000001,3.384757710993881,36.24802384622289,23.709280581122346,15.524694504504641,21.133243357156225,1.0,7,6572.11,0.0,1.9459101490553128,8.79059021669207,2
12473,3,514.06,1697.98,957.91,2873.73,4.49067936096989,35.59346215545649,17.69651289439161,25.624884731690173,16.59446085749183,22.0,3,2884.23,3.091042453358316,1.0986122886681098,7.967013245571691,2
12474,16,7.800000000000001,806.47,387.31624999999997,6197.0599999999995,3.3862831729884824,34.56768209441251,21.6715668397595,17.637395797361975,22.737072095477536,19.0,16,6197.06,2.9444389791664403,2.772588722239781,8.73183026501948,2
12475,1,723.38,723.38,723.38,723.38,17.314551134949816,28.698609306312033,28.38756946556444,17.042218474384143,8.557051618789572,22.0,1,723.38,3.091042453358316,0.0,6.583934671914352,1
12476,9,12.45,1411.67,535.8255555555556,4822.43,13.316937726415937,20.56515076424126,45.226784007232865,5.631185937380117,15.259941564729813,14.0,9,4822.43,2.6390573296152584,2.19722457733622,8.481033229381639,2
12477,5,1059.24,4257.0599999999995,2236.41,11182.05,26.678471299985247,8.842743504098086,45.364848127132326,2.06223366913938,17.051703399644968,25.0,5,11182.05,3.218875824868201,1.6094379124341005,9.322065093048602,2
12480,3,557.6800000000001,816.25,714.9833333333332,2144.95,7.272896804121309,28.75777990162941,32.991445022028486,11.64875638126763,19.32912189095317,112.0,3,2144.95,4.718498871295094,1.0986122886681098,7.670871521067123,2
12481,9,134.82,1307.76,599.2244444444445,5393.02,8.170746631757345,33.14135679081479,33.289325832279495,13.725519282331605,11.673051462816751,34.0,9,5409.52,3.5263605246161616,2.19722457733622,8.595915643320165,2
12483,7,8.5,547.56,296.8942857142857,2078.2599999999998,3.435566291031922,18.20946368596807,43.23809340506001,8.983476562124086,26.13340005581593,9.0,7,2078.26,2.19722457733622,1.9459101490553128,7.639286284140268,2
12484,6,140.0,1241.99,754.5533333333333,4527.32,13.202070982391351,23.073032169142007,37.67571101667212,11.487590892625217,14.561594939169312,1.0,6,4541.72,0.0,1.791759469228055,8.421061073913652,2
12488,2,214.06,553.39,383.725,767.45,14.698025930028013,18.09889895107173,44.608769300931655,1.203987230438465,21.390318587530135,8.0,2,767.45,2.079441541679836,0.6931471805599453,6.643073330759417,0
12489,1,334.93,334.93,334.93,334.93,12.763861105305585,8.867524557370194,49.38345325888992,3.0095840921983696,25.975576986235932,305.0,1,334.93,5.720311776607412,0.0,5.813921554767002,0
12490,7,331.5,1035.82,598.0042857142856,4186.03,3.3659577212776783,27.613275585698148,19.501771368098176,9.72233834922349,39.79665697570252,6.0,7,4186.03,1.791759469228055,1.9459101490553128,8.339508069726561,2
12491,1,460.40000000000003,460.40000000000003,460.40000000000003,460.40000000000003,15.139009556907038,20.54735013032146,28.692441355343185,21.35099913119027,14.270199826238056,7.0,1,460.4,1.9459101490553128,0.0,6.132095676847728,0
12492,2,126.39000000000001,136.82,131.60500000000002,263.21000000000004,0.0,20.28798297937008,38.011473728201814,24.03404125983055,17.666502032597542,32.0,2,263.21000000000004,3.4657359027997265,0.6931471805599453,5.572952192650384,0
12493,2,201.24,232.5,216.87,433.74,2.9280213953059433,43.4361599114677,23.205145939964034,6.888919629270991,23.54175312399133,134.0,2,433.74,4.897839799950911,0.6931471805599453,6.072445276240261,1
12494,6,4.949999999999999,403.09000000000003,180.60000000000002,1083.6000000000001,8.102620893318567,16.745108896271685,26.73957179771133,12.982650424510888,35.43004798818752,9.0,6,1083.6,2.19722457733622,1.791759469228055,6.98804411021094,2
12497,1,1043.1,1043.1,1043.1,1043.1,0.0,41.184929536957156,8.628127696289905,33.160770779407535,17.026171987345418,50.0,1,1043.1,3.912023005428146,0.0,6.949952327681926,1
12498,1,247.25,247.25,247.25,247.25,14.43882709807887,0.0,46.61274014155713,4.125379170879676,34.82305358948433,26.0,1,247.25,3.258096538021482,0.0,5.510399970502822,0
12500,10,3.0,1096.65,364.07800000000003,3640.78,4.806662308626173,56.53294074346705,36.35759370244837,0.253791769895462,2.0490114755629287,18.0,10,3640.78,2.8903717578961645,2.302585092994046,8.199953223389167,2
12501,1,2169.39,2169.39,2169.39,2169.39,11.904268020042501,26.00546697458733,22.852045966838606,24.259354011957278,14.978865026574292,305.0,1,2169.39,5.720311776607412,0.0,7.682201301026026,1
12502,5,522.6,1092.35,744.774,3723.87,24.6638577608778,8.797299583497814,54.18287963865549,3.6413730876749186,8.714589929293986,64.0,5,3723.87,4.158883083359672,1.6094379124341005,8.222518729087312,2
12506,1,73.5,73.5,73.5,73.5,37.823129251700685,10.272108843537413,26.05442176870748,3.4693877551020407,22.38095238095238,201.0,1,73.5,5.303304908059076,0.0,4.297285406218791,6
12507,3,46.75,811.9,434.93666666666667,1304.81,0.0,32.734267824434205,34.02411079007672,23.929920831385417,9.311700554103663,103.0,3,1304.81,4.634728988229636,1.0986122886681098,7.173812715287245,1
12509,1,176.5,176.5,176.5,176.5,19.263456090651555,0.0,66.28895184135978,14.44759206798867,0.0,253.0,1,176.5,5.53338948872752,0.0,5.173320876373351,0
12510,2,301.52,681.05,491.28499999999997,982.5699999999999,23.10267970729821,23.743855399615292,43.07784687096085,4.671422901167347,5.404195120958304,111.0,2,982.57,4.709530201312334,0.6931471805599453,6.89017158802482,0
12512,2,15.7,116.48,66.09,132.18,10.515963080647602,15.09305492510213,32.94749583900741,30.587078226660612,10.856407928582238,35.0,2,138.03,3.555348061489413,0.6931471805599453,4.927471052835487,5
12513,1,612.29,612.29,612.29,612.29,0.0,40.716000587956685,22.90581260513809,24.586388802691538,11.79179800421369,81.0,1,612.29,4.394449154672439,0.0,6.417206026487077,1
12514,1,1017.68,1017.68,1017.68,1017.68,32.996619762597284,32.44438330319944,13.481644524801508,10.02279694992532,11.054555459476456,236.0,1,1017.68,5.4638318050256105,0.0,6.925280805847955,6
12515,1,383.7,383.7,383.7,383.7,18.921032056293978,16.614542611415168,50.62548866301798,9.225957779515248,4.612978889757624,322.0,1,383.7,5.7745515455444085,0.0,5.949860997252907,0
12516,2,583.2,728.86,656.03,1312.06,0.0,1.1432404005914365,9.603219364968066,27.427099370455622,61.826440863984885,46.0,2,1312.06,3.828641396489095,0.6931471805599453,7.179353700165689,7
12517,3,417.2,771.75,646.2166666666667,1938.65,8.028782915946664,35.67173032780543,17.79846800608671,10.25301111598277,28.248007634178425,42.0,3,1955.9,3.737669618283368,1.0986122886681098,7.578605724543472,2
12518,3,324.83,524.9,410.2633333333333,1230.79,7.2026909545901425,29.366504440237573,23.334606228519895,16.00922984424638,24.08696853240602,27.0,3,1230.79,3.295836866004329,1.0986122886681098,7.115411518618,2
12519,1,330.84,330.84,330.84,330.84,10.276870995042922,31.79784790230927,16.32208922742111,11.788175553137469,29.815016322089228,32.0,1,340.84,3.4657359027997265,0.0,5.831413158959755,1
12520,5,246.54,987.42,526.8520000000001,2634.26,8.474865806716117,30.854964961697018,32.965614631813104,13.177894361224782,14.526660238548969,48.0,5,2634.26,3.871201010907891,1.6094379124341005,7.876357586619343,2
12521,1,599.68,599.68,599.68,599.68,5.286152614727856,32.734124866595515,22.678762006403417,6.226654215581644,33.074306296691574,111.0,1,599.68,4.709530201312334,0.0,6.396396179610003,1
12522,2,89.4,103.32,96.36,192.72,0.0,37.86841012868409,41.874221668742216,2.0755500207555,18.181818181818183,8.0,2,192.72,2.079441541679836,0.6931471805599453,5.261238358306616,0
12523,10,102.95,228.22,152.73499999999999,1527.35,13.840966379677223,19.05784528758962,37.427570628867,12.141290470422629,17.53232723344355,12.0,10,1527.35,2.4849066497880004,2.302585092994046,7.331289486551179,2
12524,7,289.1,1094.33,596.8457142857143,4177.92,4.808612898284313,34.59903492647059,20.482680376838236,16.53741574754902,23.57225605085784,32.0,7,4177.92,3.4657359027997265,1.9459101490553128,8.337568794015523,2
12526,2,519.28,520.3,519.79,1039.58,4.487389137921085,36.11073702841532,21.787645010485004,8.422632216856808,29.19159660632179,22.0,2,1039.58,3.091042453358316,0.6931471805599453,6.946572064413753,1
12527,3,63.790000000000006,152.4,116.23666666666668,348.71000000000004,9.750222247713,15.829772590404634,9.420435318746236,21.65696423962605,43.34260560351008,50.0,3,348.71000000000004,3.912023005428146,1.0986122886681098,5.85424063121706,7
12528,5,234.0,493.53000000000003,312.37600000000003,1561.88,22.162394037954257,21.878121238507436,39.91984019258842,6.973647143186416,9.065997387763465,32.0,5,1561.88,3.4657359027997265,1.6094379124341005,7.353645502864605,2
12530,4,387.40000000000003,440.63,415.57,1662.28,6.124118680366726,10.088553071684673,31.697427629520902,13.18069158023919,38.909209038188514,28.0,4,1662.28,3.332204510175204,1.3862943611198906,7.415945432946445,2
12534,1,1089.18,1089.18,1089.18,1089.18,12.702216346242126,46.77647404469417,22.149690592923115,11.963128224903139,6.408490791237444,99.0,1,1089.18,4.59511985013459,0.0,6.993180398530395,1
